Claim_Date,Employee_Name,Employee_ID,Designation,Project_Name,Email_address,Total_Persons,Allowable_Amount,Total_Bill_Amount,List_of_Persons_(as JSON),Seating_Location,Bill_Date,Bill_No,Bill day,Computed_Total_Persons,Mismatch,Bill_Date_Friday
2024-09-19,Maddox Perez,2011,Associate ,LTV - Tripadvisor,Maddox.Perez@xyz.com,8,3200,3214.0,"[{""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}]",Chennai,2024-09-12,09_7,Thursday,8,False,2024-09-06
2024-09-28,Luca Allen,1957,STL,"edgeCore, GreenMath",Luca.Allen@xyz.com,9,3600,3684.0,"[{""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2022"", ""name"": ""Levi Stewart""}, {""employee_code"": ""1947"", ""name"": ""Reagan Sullivan""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}, {""employee_code"": ""1973"", ""name"": ""Charlotte Ross""}, {""employee_code"": ""2096"", ""name"": ""Alvin Johnson""}]",Bangalore,2024-09-02,09_138,Monday,10,True,2024-08-30
2024-09-29,Miles Lynch,0,Intern,Training,Miles.Lynch@xyz.com,2,800,703.0,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",Chennai,2024-09-10,09_31,Tuesday,2,False,2024-09-06
2024-09-10,Henry Elliott,2014,Talent Partner,HR,Henry.Elliott@xyz.com,2,800,748.0,"[{""employee_code"": ""2014"", ""name"": ""Henry Elliott""}, {""employee_code"": ""1996"", ""name"": ""Mila Palmer""}]",Chennai,2024-09-09,09_17,Monday,2,False,2024-09-06
2024-09-15,Penelope Alexander,2070,Business Analyst,edgeCore,Penelope.Alexander@xyz.com,1,400,449.0,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",Chennai,2024-09-02,09_126,Monday,19,True,2024-08-30
2024-09-24,Savannah Taylor,1870,Senior Data Scientist,edgeCore,Savannah.Taylor@xyz.com,6,2400,2313.0,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}]",Chennai,2024-09-16,09_2,Monday,6,False,2024-09-13
2024-09-27,Luca Allen,1957,STL,"edgeCore, GreenMath",Luca.Allen@xyz.com,10,4000,3905.0,"[{""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2022"", ""name"": ""Levi Stewart""}, {""employee_code"": ""1947"", ""name"": ""Reagan Sullivan""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}, {""employee_code"": ""1973"", ""name"": ""Charlotte Ross""}, {""employee_code"": ""2096"", ""name"": ""Alvin Johnson""}]",Bangalore,2024-09-16,09_138,Monday,10,False,2024-09-13
2024-09-08,Jonah Hughes,2089,Data Scientist,o9,Jonah.Hughes@xyz.com,1,400,494.0,"[{""employee_code"": ""2089"", ""name"": ""Jonah Hughes""}]",Chennai,2024-09-03,09_159,Tuesday,1,False,2024-08-30
2024-09-27,Aiden Harrington,2023,Data Scientist,Verite,Aiden.Harrington@xyz.com,1,400,387.0,"[{""employee_code"": ""2023"", ""name"": ""Aiden Harrington""}]",Chennai,2024-09-08,09_104,Sunday,1,False,2024-09-06
2024-10-21,Abel Lopez,1959,People Partner,HR,Abel.Lopez@xyz.com,2,800,777.0,"[{""employee_code"": ""1959"", ""name"": ""Abel Lopez""}, {""employee_code"": ""2000"", ""name"": ""Hunter Moore""}]",Chennai,2024-10-10,EN-2111,Thursday,2,False,2024-10-04
2024-10-21,Savannah Taylor,1870,Senior Data Scientist,edgeCore,Savannah.Taylor@xyz.com,6,2400,2588.0,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}, {""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}]",Chennai,2024-10-18,35,Friday,6,False,2024-10-18
2024-10-10,Savannah Taylor,1870,Senior Data Scientist,edgeCore,Savannah.Taylor@xyz.com,2,800,882.0,"[{""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}]",Chennai,2024-10-04,PPYCHEN/2425/F7480,Friday,2,False,2024-10-04
2024-10-04,Maddox Perez,2011,Associate ,LTV - Tripadvisor,Maddox.Perez@xyz.com,8,3200,3981.0,"[{""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}]",Chennai,2024-10-10,182966,Thursday,8,False,2024-10-04
2024-10-25,Liana Rodriguez,2051,Associate,o9 - Iveco,Liana.Rodriguez@xyz.com,11,4400,6509.0,"[{""employee_code"": ""2003"", ""name"": ""Milo Clark""}, {""employee_code"": ""2011"", ""name"": ""Maddox Perez""}, {""employee_code"": ""2010"", ""name"": ""Aubrey Thomas""}, {""employee_code"": ""2045"", ""name"": ""Harrison Duncan""}, {""employee_code"": ""2049"", ""name"": ""Olivia Alexander""}, {""employee_code"": ""2055"", ""name"": ""Brooke Mitchell""}, {""employee_code"": ""2042"", ""name"": ""Chloe Ross""}, {""employee_code"": ""1870"", ""name"": ""Savannah Taylor""}, {""employee_code"": ""2019"", ""name"": ""Emery Reed""}, {""employee_code"": ""2044"", ""name"": ""Jacob Williamson""}]",Chennai,2024-10-25,132,Friday,10,True,2024-10-25
2024-09-10,Nia Thomas,2068,Data Engineer,-,Nia.Thomas@xyz.com,1,400,339.15,"[{""employee_code"": ""2068"", ""name"": ""Nia Thomas""}]",Chennai,2024-04-10,247H9AZD00018283,Wednesday,1,False,2024-04-05
2024-06-10,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,5,2000,2221.0,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""1924"", ""name"": ""Eden Jackson""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",Chennai,2024-04-10,SBB2024004253,Wednesday,41,True,2024-04-05
2024-11-10,Tobin Green,1935,Data Scientist,TripAdvisor,Tobin.Green@xyz.com,11,4400,5172.0,"[{""employee_code"": ""1935"", ""name"": ""Tobin Green""}, {""employee_code"": ""2053"", ""name"": ""Vivian Mitchell""}, {""employee_code"": ""2062"", ""name"": ""Leo Freeman""}, {""employee_code"": ""2068"", ""name"": ""Nia Thomas""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": ""2046"", ""name"": ""Aubrey Adams""}, {""employee_code"": ""1970"", ""name"": ""Benjamin Bishop""}, {""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}]",Chennai,2024-10-10,57,Thursday,65,True,2024-10-04
2024-10-18,Henry Elliott,2014,Talent Partner,HR,Henry.Elliott@xyz.com,2,800,800.0,"[{""employee_code"": ""2014"", ""name"": ""Henry Elliott""}, {""employee_code"": ""1996"", ""name"": ""Mila Palmer""}]",Chennai,2024-10-18,6275497853,Friday,2,False,2024-10-18
2024-11-01,Chloe Russell,2034,Associate,Tripadvisor,Chloe.Russell@xyz.com,1,400,411.8,"[{""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]",Chennai,2024-11-01,6305554429,Friday,1,False,2024-11-01
2024-10-09,Kaitlyn Long,2065,Associate,Unknown,Kaitlyn.Long@xyz.com,1,400,365.0,"[{""employee_code"": ""2065"", ""name"": ""Kaitlyn Long""}]",Chennai,2024-10-04,24VSMTMQ00003483,Friday,1,False,2024-10-04
2024-10-10,Miles Lynch,0,Intern,Training,Miles.Lynch@xyz.com,2,800,1021.0,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",Chennai,2024-10-10,187514601652465,Thursday,2,False,2024-10-04
2024-10-18,Chloe Russell,2034,Associate,Tripadvisor,Chloe.Russell@xyz.com,1,400,388.98,"[{""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]",Chennai,2024-10-18,6278981708,Friday,1,False,2024-10-18
2024-10-07,Miles Lynch,0,Intern,Training,Miles.Lynch@xyz.com,2,800,921.0,"[{""employee_code"": NaN, ""name"": NaN}, {""employee_code"": NaN, ""name"": NaN}]",Chennai,2024-10-04,24CUR9IO00008851,Friday,2,False,2024-10-04
2024-10-30,Miles Martinez,2017,Software Engineer,Greenmath,Miles.Martinez@xyz.com,20,8000,17895.0,"[{""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2033"", ""name"": ""Gabriel Allen""}, {""employee_code"": ""2072"", ""name"": ""Mia Duncan""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2067"", ""name"": ""Ariana Martinez""}, {""employee_code"": ""2073"", ""name"": ""June Wright""}, {""employee_code"": ""2012"", ""name"": ""Eli Harris""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2024"", ""name"": ""Graham Roberts""}, {""employee_code"": ""1987"", ""name"": ""Sadie Cameron""}, {""employee_code"": ""2020"", ""name"": ""Carson Hill""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}]",Bangalore,2024-10-25,3524,Friday,18,True,2024-10-25
2024-10-18,Luca Allen,1957,STL,"edgeCore, GreenMath",Luca.Allen@xyz.com,9,3600,8027.0,"[{""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""1977"", ""name"": ""Raegan Martinez""}, {""employee_code"": ""2058"", ""name"": ""Brooke Reed""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2056"", ""name"": ""Hope Garc?""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}]",Bangalore,2024-10-18,MEHPL/24-25/4451,Friday,9,False,2024-10-18
2024-10-10,Felicity Taylor,0,INTERN,Unknown,Felicity.Taylor@xyz.com,1,400,434.0,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",Chennai,2024-10-10,6254425293,Thursday,19,True,2024-10-04
2024-10-18,Felicity Taylor,0,INTERN,Unknown,Felicity.Taylor@xyz.com,1,400,423.0,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",Chennai,2024-10-18,188206543016308,Friday,19,True,2024-10-18
2024-10-04,Zoe Sullivan,2005,Data Architect,5B,Zoe.Sullivan@xyz.com,9,3600,5524.0,"[{""employee_code"": ""2005"", ""name"": ""Zoe Sullivan""}, {""employee_code"": ""1957"", ""name"": ""Luca Allen""}, {""employee_code"": ""2017"", ""name"": ""Miles Martinez""}, {""employee_code"": ""2057"", ""name"": ""Amos Cameron""}, {""employee_code"": ""2061"", ""name"": ""Sebastian Mitchell""}, {""employee_code"": ""2059"", ""name"": ""Amelia Hawkins""}, {""employee_code"": ""2002"", ""name"": ""Adam James""}, {""employee_code"": ""1941"", ""name"": ""Miles Elliott""}, {""employee_code"": ""2006"", ""name"": ""Carson Nelson""}]",Bangalore,2024-10-09,30598,Wednesday,9,False,2024-10-04
2024-10-04,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,9,3600,3292.0,"[{""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}, {""employee_code"": ""2052"", ""name"": ""Cameron Gibson""}, {""employee_code"": ""1932"", ""name"": ""Nia Ross""}, {""employee_code"": ""2037"", ""name"": ""Mack Lopez""}, {""employee_code"": ""2047"", ""name"": ""Mackenzie Mitchell""}, {""employee_code"": ""2046"", ""name"": ""Aubrey Adams""}, {""employee_code"": ""2044"", ""name"": ""Jacob Williamson""}, {""employee_code"": ""2051"", ""name"": ""Liana Rodriguez""}]",Chennai,2024-10-04,24_PTRS47744,Friday,9,False,2024-10-04
2024-10-18,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,4,1600,1611.0,"[{""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}, {""employee_code"": ""2044"", ""name"": ""Jacob Williamson""}, {""employee_code"": ""2051"", ""name"": ""Liana Rodriguez""}]",Chennai,2024-10-18,44459,Friday,4,False,2024-10-18
2024-10-25,Mabel Gibson,2008,Software Engineer,greenMath,Mabel.Gibson@xyz.com,10,4000,3985.0,"[{""employee_code"": ""2008"", ""name"": ""Mabel Gibson""}, {""employee_code"": ""2064"", ""name"": ""Emmett Hall""}, {""employee_code"": ""2052"", ""name"": ""Cameron Gibson""}, {""employee_code"": ""2043"", ""name"": ""Josie Barnes""}, {""employee_code"": ""1970"", ""name"": ""Benjamin Bishop""}, {""employee_code"": ""2048"", ""name"": ""Leo Evans""}, {""employee_code"": ""1932"", ""name"": ""Nia Ross""}, {""employee_code"": ""2037"", ""name"": ""Mack Lopez""}, {""employee_code"": ""2047"", ""name"": ""Mackenzie Mitchell""}, {""employee_code"": ""2046"", ""name"": ""Aubrey Adams""}]",Chennai,2024-10-25,4128,Friday,10,False,2024-10-25
2024-09-20,Aidan Bennett,0,Intern,GreenMath,Aidan.Bennett@xyz.com,3,1200,1241.0,"[{""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}, {""employee_code"": NaN, ""name"": ""Autumn Hughes""}, {""employee_code"": ""D777"", ""name"": ""Jonah Baker""}, {""employee_code"": NaN, ""name"": ""Jack Bran""}, {""employee_code"": NaN, ""name"": ""Hanna Jo""}, {""employee_code"": NaN, ""name"": ""Kib Jim""}, {""employee_code"": NaN, ""name"": ""Alice Johnson""}, {""employee_code"": NaN, ""name"": ""Olivia Wright""}, {""employee_code"": NaN, ""name"": ""Peter Scott""}, {""employee_code"": NaN, ""name"": ""Quinn Adams""}, {""employee_code"": NaN, ""name"": ""Rachel Nelson""}, {""employee_code"": NaN, ""name"": ""Samuel Baker""}, {""employee_code"": NaN, ""name"": ""Taylor Carter""}, {""employee_code"": NaN, ""name"": ""Victor Perez""}, {""employee_code"": NaN, ""name"": ""Wendy Roberts""}, {""employee_code"": ""Consultant"", ""name"": ""Xavier Turner""}, {""employee_code"": NaN, ""name"": ""Leah Powell""}, {""employee_code"": NaN, ""name"": ""Naomi Patterson""}, {""employee_code"": NaN, ""name"": ""Paige Flores""}, {""employee_code"": NaN, ""name"": ""Ging John""}]",Chennai,2024-09-20,6189677565,Friday,57,True,2024-09-20
2024-10-25,Mila Palmer,1996,Talent Partner,-,Mila.Palmer@xyz.com,2,800,859.0,"[{""employee_code"": ""1996"", ""name"": ""Mila Palmer""}, {""employee_code"": ""2034"", ""name"": ""Chloe Russell""}]",Chennai,2024-10-25,6286203339,Friday,2,False,2024-10-25
